reviewContent,sentiment,corpus
Ko TV nya beda yaa...gx kaya model yg skrang .. Nie mah bawahnya kaya ada speackernya... Aneh jd nyaa....ud lama pengiriman pas dtg kaya gini....hemmmm Tp kurir dr LAZADA mah ud langganan jd pada ramah bgt...cuma playanan dr lapaknya yg kurang memuaskan..,negatif,televisi nya beda yaagx kayak model nih kayak speackernya aneh nyaaud kirim pas kayak ginihem kurir lazada langgan ramah bgtcuma playanan lapak muas
layarnya cacat.. bagaimana ini,negatif,layar cacat
tv dlm keadaan rusak kak. layar n lcd pecah. mohon solusinya Lazada 🙏🙏🙏😢😢😢,negatif,televisi rusak kak layar lcd pecah mohon solusi lazada
"Kecewa banget, layarnya pecah,jadi kerjaan lagi nih balikin ke seller lagi......",negatif,kecewa banget layar pecahjadi kerja nih seller
Pesanan sangat lama nympe. Produk oke.,negatif,pesan nympe produk oke
"Barang sampai ke rumah hari Selasa 4 Juni 2019 dalam keadaan dikirim tidak pakai peti kemas dan hanya dibungkus oleh kardus TV plus plastik saja! Padahal saya juga sudah bayar ongkos kirimnya. Ini TV LED mahal dan riskan woy! Yang bener aja dikirim tanpa pake peti kemas! Benar saja, begitu barang saya buka dan TV nya coba saya nyalakan, LED nya rusak gak mau nyala! Tampilan layarnya seperti udah kebentur-bentur barang! Remote TV nya pun hanya bisa on dan off, mungkin karena ya memang TV LED nya gak mau nyala. Kalau mau jualan yang bener dong!",negatif,barang rumah selasa 4 juni 2019 kirim pakai peti kemas bungkus kardus televisi plus plastik bayar ongkos kirim televisi led mahal riskan oi kirim pakai peti kemas barang buka televisi nya coba nyala led nya rusak nyala tampil layar kebenturbentur barang remote televisi nya on off televisi led nya nyala jual
"katanya pake packing kayu, tapi ternyata hanya pake buble rap saja.. saya kecewa!!  yg dikirim itu barang jutaan, bukan cuma ratusan ribu, saya sih blm cek nyala atau ada yg lecet dari pengiriman, karena saya kirim ke tegal.. saya posisi di jakarta.  kalo ada apa2 yg sangat kecewa!!  tunggu saya cek dulu bos!!!",negatif,pakai packing kayu nyata pakai buble rap kecewa kirim barang juta ratus ribu sih cek nyala lecet kirim kirim tegal posisi jakarta kecewa tunggu cek bos
"Entah Kenapa LazMall Yang Ngirim Pakai JNE Kan Jadi Lama Sekali 2 Minggu Baru Sampai, Gimana Sih Malah Pakai JNE, Sampai"" Untuk Konfirmasi Itu Barang Di Telepon Sama Pihak Lazadanya",negatif,lazmall kirim pakai jne 2 minggu sih pakai jne konfirmasi barang telepon lazadanya
"Barang yang di kirim rusak, panel tv nya retak, how come, Lazada gak ngecek dulu barang yg di kirim, mengecewakan, plus proses pengembalian yg ribet, TV segede itu misti di bawa2 kekantor pos, gak ada solusi lain, customer di bikin susah, nyesel belanja disini",negatif,barang kirim rusak panel televisi nya retak how come lazada ecek barang kirim kecewa plus proses ribet televisi misti bawa bawa kantor pos solusi customer bikin susah sesal belanja
"To the point. Mending beli merk lain (metk Korea atau Jepang) yg sdh jelas kualitasnya. Harganya jg gak jauh beda kok.  Utk TV ukuran 40 inch ke bawah, resolusi UHD/4K itu ngefek kalo jarak tonton kurang dari 1 meter; utk ukuran 40 ke bawah, resolusi Full HD sdh lebih dr cukup. Jd menurut saya TV ini over spec tp gak bermanfaat.  Feature lainnya justru yg hrs ditingkatkan. Bbrp feature yg hrs nya bisa lebih baik utk harga spt ini: - Layar: TV ini layarnya kurang cerah - Operating System: TV ini OS nya tdk spt Android TV lainnya, padahal katanya Android TV. - Toko Aplikasi nggak lengkap.  Ini Android TV bukan sih????",negatif,to the point mending beli merek metk korea jepang kualitas harga beda televisi ukur 40 inch resolusi uhd4k akibat jarak tonton 1 meter ukur 40 resolusi full high definition televisi over spec manfaat feature tingkat feature nya harga surat pemberitahuan layar televisi layar cerah operating sistem televisi os nya surat pemberitahuan android televisi android televisi toko aplikasi lengkap android televisi sih
"Bukan Android TV.   berasa ketipu. dikirm TV nya cacat Pabrik, kaca tv bagian dalam ada bercak hitam 2-3 senti, ga enak banget beli TV baru cacat.",negatif,android televisi asa tipu dikirm televisi nya cacat pabrik kaca televisi bercak hitam 23 senti enak banget beli televisi cacat
"maaf bintangnya sy rubah,baru sebulan pakai lcd sdh bergaris,ini komplennya ke lazada atau ke tcl lgsg,krn sy beli di lazmal,klo cepat tanggap dan ksih solusi,bintangnya tak rubah lg jd bintang 5",negatif,maaf bintang rubahbaru pakai lcd bergarisini komplennya lazada tcl lgsgkrn beli lazmalklo cepat tanggap kasih solusibintangnya rubah bintang 5
"Pelayanan paling buruk yang pernah terjadi. Tolong lazada hapus jasa pengiriman Ninja Express. Paket saya dikirim dalam waktu yang lama banget (22hari). Katanya tidak bisa dikirim karena tidak ada kurir yg di daerah menggunakan mobil, jadi ditahan lama di gudang. Customer service ninja express juga sangat tidak profesional. Ancurr ancurr pokoknya service ninja express ini.",negatif,layan buruk lazada hapus jasa kirim ninja express paket kirim banget 22hari kirim kurir daerah mobil tahan gudang customer service ninja express profesional ancurr ancurr pokok service ninja express
"Pas d Q &A mau memastikan ad dvdroom apa ga, dibilang ada..foto produk pun beda dg asli..dfoto ad dvdroom.. blanja online, udh ga bs melihat produk.. speknya pun ga valid. Ya sudahlah..",negatif,pas a dvdroom bilang adafoto produk beda aslidfoto dvdroom blanja online lihat produk speknya valid
Nggk ada cd raw'a padahal d gambar ada.. Sama plug buat ke proyektor..  Apa bisa d kembalikan??,negatif,cd rawa gambar plug proyektor
Kenapa hanya di batam ongkir nya sangat mahal sekali..,negatif,batam ongkos kirim nya mahal
"tvnya mati total tidak nyala,saya mau di retur",negatif,televisi mati total nyalasaya retur
"Barangnya baru sampai, baru pertama kali di keluarkan dari dos dan di lcd ada garis vertikal, sangat kecewa dari yang diharapkan, padahal BELUM ADA 1 JAM",negatif,barang kali dos lcd garis vertikal kecewa harap 1 jam
pas dinyalahin langsung muncul bios. saya minta cncel aja pak. pengembalian barang tuker unit baru atau pengembalian dana.,negatif,pas dinyalahin langsung muncul bios cncel barang tukar unit dana
penipuan anjing katanya cpu prosesor nya 2.60 ternyata 1.10 taii lahhh lazada tolong lahh barang2nya jangan yg menipu gini langanan bisa pada kabur semua,negatif,tipu anjing cpu prosesor nya 260 nyata 110 tai lazada barang2nya tipu langanan kabur
Kenapa judulnya... memori Ram  8gb tapi detil dan faktanya hanya 4gb..  jebakan batman... siap2 yg beli terima kenyataan Ram hanya 4gb,negatif,judul memori ram 8gb detil fakta 4gb jebak batman beli terima nyata ram 4gb
"ok , activation key untuk office 365 gak dapat , Alhamdulillah sampai sekarang office tidak bisa dipakai  terimakasih",negatif,oke activation oke office 365 alhamdulillah office pakai terima kasih
"sempet kecewa dengan pengirimannya,, barang belom diterima tetapi status pesanan sudah diterima dan sudah ada ttd nya. walaupun akhirnya sampai setidaknya jagan seperti itu, bikin orang jadi berprasangka buruk kepada orang laen..",negatif,kecewa kirim barang terima status pesan terima tanda nya bikin orang prasangka buruk orang
"lampu indikator charge gak ada, office blum ada, brng mulus meski loadingnya lemot",negatif,lampu indikator charge office barang mulus loadingnya lot
Kurang detail lihat keterangan barang nya udh gitu cpt eror notebook nya,negatif,detail lihat terang barang nya cepat eror notebook nya
layar lcd cacat bercahaya kekuning2an.,negatif,layar lcd cacat cahaya kekuning2an
"pengiriman nya lama sampai 2 minggu baru tiba tapi barang aman ,packing rapih . Saran bagi yang tinggal di luar pulau jawa barang anda akan sampai lebih dari 1/2minggu seperti saya.",negatif,kirim nya 2 minggu barang aman packing rapi saran tinggal pulau jawa barang 12minggu
"anjrit, saya ad voucher 30jtan ke klik beli 1 unit. sampai sekarang dana saya belum di kembalikan hati2 yang mau belanja di lazada.",negatif,anjrit kupon 30jtan klik beli 1 unit dana hati hati belanja lazada
"barang nyetrum lcd shadow bonus gk disertakan , uang saya kembali 100%",negatif,barang nyetrum lcd shadow bonus uang 100
"Pesan tgl 12 Des 2018, baru diterima tgl 29 Des 2018",negatif,pesan tanggal 12 desember 2018 terima tanggal 29 desember 2018
"barang rusak,layarnya gk nyala padahal udah dihidupin",negatif,barang rusaklayarnya nyala dihidupin
"barang mati sendiri, cara mengembalikan barang bagaimana.?",negatif,barang mati barang
bagaimana cara untuk mengembalikan laptop ini soalnya blom 3 minggu layarnya udah nge blank gini😤,negatif,laptop 3 minggu layar nge blank gin
"Produk tidak sesuai. bisa kasih tau caranya garansi gmn ? kran prosesornya sangat lemot sekali gk bisa jlm muter"" trs.  mau retur dan ganti baru aj",negatif,produk sesuai kasih tau garansi kran prosesor lot jlm puter retur ganti
"Ini kenapa ya laptop nya eror, ketik z jadi y, y jadi w , ini gimana ya kok ngaco banget :(",negatif,laptop nya eror ketik z iya iya gue kacau banget
windows.nya suka gak mau booting ...😟 gimana ini?? ...,negatif,windowsnya suka booting
"Barang belum saya terima, tapi noticenya sudah terkirim",negatif,barang terima noticenya kirim
barang nya bagus dan packing savety..tp kartu garansi jya koq kagak ada bos..kl mau claim bgm..,negatif,barang nya bagus packing savetytp kartu garansi jya boskl klaim
sangat kecewa,negatif,kecewa
Hadiah speakernya taro dimanataaa???,negatif,hadiah speakernya taro dimanata
barang tidak sesuai dg iklan di iklam ram 4/32 tp aslinya malah isi nya 1/16 sya ingin kembalikan barang a,negatif,barang sesuai iklan iklam ram 432 asli isi nya 116 barang a
Produk sangat mengecewakan. Spesifikasi sangat tidak sesuai :  Ram  4 GB --->1 GB ROM 32 GB --->  16 GB Prosessor Octacore ---> Quadcore  Sy mau kembalikan saja.,negatif,produk kecewa spesifikasi sesuai ram 4 gb 1 gb rom 32 gb 16 gb prosessor octacore quadcore
"packing bagus sik, barang ok sesuai di gambar tapi sayang masih 3G agak kecewa jadinya huft",negatif,packing bagus sih barang oke sesuai gambar sayang 3g kecewa duh
"packing rapi dgn bubble wrap, dus dan sterofom kondisi bagus, ttp pas tv dikeluarkan dr dus layar LED nya pecah/ retak, artinya tv rusak yg dikirim, kecewa banget..",negatif,packing rapi bubble wrap dus sterofom kondisi bagus pas televisi dus layar led nya pecah retak arti televisi rusak kirim kecewa banget
"sebelumnya saya sempat kesal dibuat oleh LG dan Lazada serta JNE, karena masalah komunikasi antara mereka kurang beres, imbasnya malah kena ke pelanggan saya yang harus menunggu lama barang pengiriman dikirim, bisa dilihat di komen saya di bawah, setelah melalui proses panjang akhirnya barang pelanggan saya tiba dengan selamat. Pelajaran untuk, LAZADA, LG dan JNE KOMUNIKASI dan TEPAT WAKTU itu penting! dan saran saya kalau kalian memang tidak mampu mengatasinya cukup kembalikan dana kami beserta biaya pengiriman.. beres. kalian ke saya aman saya ke pelanggan saya juga aman, untuk masalah barang ditarik ya kalian yang atur. Tapi karena kalian sudah buktikan omongan. salut hormat saya buat kalian semua yang mengurus pengiriman. Terimakasih.",negatif,kesal lazada jne komunikasi beres imbas kena langgan tunggu barang kirim kirim lihat komen proses barang langgan selamat ajar lazada jne komunikasi saran dana biaya kirim beres aman langgan aman barang tarik atur bukti omong salut hormat urus kirim terima kasih
Barang di terima ga di packing kayu pas saya terima terus di buka barangnya pecah dan tidak di berikan remote,negatif,barang terima packing kayu pas terima buka barang pecah ikan remote
kartu smartfren tidak ad buku panduan juga tidak ad pas dinyalain error murah si tapi kalo ga bisa di pakai buat ap di beli,negatif,kartu smartfren buku pandu pas dinyalain error murah sih pakai beli
mana bundling smartfrennya? kok gak ada? lantas knapa di iklannya ada bundling smartfren?,negatif,bundling smartfrennya lantas iklan bundling smartfren
ini perusahaan gede kan..kenapa cs nya lambat banget yah respon nya..butuh solusi.tv tidak hidup hanya nyala lampu indikator merah sebentar..kecewa sangat kecewa..,negatif,usaha gede kankenapa rekan nya lambat banget respon nyabutuh solusitv hidup nyala lampu indikator merah sebentarkecewa kecewa
"akhirnya jadi juga beli ini TV ya setelah di wishlist cukup lama . tunggu dapat diskon yang banyak tapi sayang ini dari lazada nya atau seller telat merubah harga waktu tgl 12 juli kemarin. jadi tidak dapat di harga yang di infokan di iklan iklan mereka. beda nya sekitar 90k ini... tp ya udah la dpt diskon dari mandiri jadinya... tapi kalau dari pihak lazada atau xiaomi mau kasih voucher boleh juga atau bonus gitu la . smart tv ini cukup oke la dengan os android 8.1.0 dengan launcher dari xiaomi pathwall nya agak sedikit kuno tampilannya. coba aktifin hooq yg katanya dpt 6 bulan tp kenapa cuma dapat 3 bulan ya ??? bagaimana ini ???  PARAH BANGET untuk HOOQ tidak dapat 6 bulan langsung l, yang jelas2  katanya gratis 6 bulan berlangganan gratis dari pertama kali di aktifkan.",negatif,beli televisi wishlist tunggu diskon sayang lazada nya seller telat ubah harga tanggal 12 juli kemarin harga info iklan iklan beda nya 90k diskon mandiri lazada xiaomi kasih kupon bonus pintar televisi oke os android 810 launcher xiaomi pathwall nya kuno tampil coba aktifin hooq 6 3 parah banget hooq 6 langsung l gratis 6 langgan gratis kali aktif
barang sudah sampai dgn tujuan tapi ko remot y gk berfungsi sih. trus tv y bwt apa donk tolong dong pihak lazada selanjutnya gmn nic kecewa bgt sy Uda beli batu baru Masi tetap aja gk berfungsi remot y,negatif,barang tuju remot iya fungsi sih televisi iya lazada nic kecewa banget beli batu fungsi remot iya
Maaf gan tvnya kok ga bisa nyala itu knpa.. Trus apakah msih bisa di returt soale dteng tdi siang mlme tak coba ga mau berfungsi tvnya.,negatif,maaf juragan televisi nyala returt siang mlme coba fungsi televisi
"tv berfungsi dengan baik , tapi kenapa remotnya tidak bekerja sama sekali ....bagaimana solusinya ??? untungnya bisa pake aplikasi remot tivi android , jadi remotnya pake hp saya",negatif,televisi fungsi remotnya kerja solusi untung pakai aplikasi remot televisi android remotnya pakai handphone
"paket sdh sampai tapi sangat Di sayangkan TV yang baru  sampai tidak keluar gambar hanya lampu standby saja yang menyala,sungguh mengecewakan tidak sesuai yang Di harapkan. saya ingin kembalikan tolong bantuannya....",negatif,paket sayang televisi gambar lampu standby menyalasungguh kecewa sesuai harap bantu
"Tidak mendukung siaran digital DVB-T2,saya kembalikan ditolak ga mau tanggung jwb, cacad asuu sampah",negatif,dukung siar digital dvbt2saya tolak tanggung cacat asu sampah
"barang baru sempat dibuka dan pecah, mohon dibantu solusinya karena sudah lewat masa pengembalian",negatif,barang buka pecah mohon bantu solusi
pakingnya cuma bubke wrap.alhasih saat dinyalakan dan di saksikan oleh si expedisi layar buram..dana pengembalian tolong di percepat..,negatif,paking bubke wrapalhasih nyala saksi sih expedisi layar buramdana cepat
"sekrup di kaki2nya kebesaran tidak bisa masuk. Komplain ke Lazada diauruh telp ke service center Xiaomi, sudah telp Xiaomi service center disuruh laporan via email ke service dot id at xiaomi.com, sudah email sejak Jumat 24 Mei 2019 dan sampai sekarang belum ada balasan",negatif,sekrup kaki2nya masuk komplain lazada diauruh telepon service center xiaomi telepon xiaomi service center suruh lapor via email service dot id at xiaomicom email jumat 24 mei 2019 balas
"Barang di kirim tidak lengkap, tidak ada remote dan tatakan tv kanan kiri. Harus memunggu 2 hari kerja utk penulusuran . mohon d bantu utk segera terselesaikan",negatif,barang kirim lengkap remote tata televisi kanan kiri munggu 2 kerja penulusuran mohon bantu selesai
"mohon maaf utk saat ini sy berikan bintang 2 karena barang sampe tidak berfungsi remotenya sudah sy hub CS dan meminta ganti baterai sudah sy laukan tetapi tetap tidak bisa makanya barangnya sy kembalikan, tp respons lazada dalam pengembalian barang cepat moga pengembalian dananya juga cepat supaya bisa beli kembali tv nya",negatif,mohon maaf ikan bintang 2 barang fungsi remotenya hubung rekan ganti baterai lauk barang respons lazada barang cepat moga dana cepat beli televisi nya
